m,TagName,
"2012-10-01 00:00:00","r","1267"
"2012-10-01 00:00:00","ruby","2255"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c","3193"
"2012-11-01 00:00:00","c#","12229"
"2012-11-01 00:00:00","c++","6267"
"2012-11-01 00:00:00","delphi","443"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","java","13600"
"2012-11-01 00:00:00","javascript","12330"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11764"
"2012-11-01 00:00:00","python","6390"
"2012-11-01 00:00:00","r","1345"
"2012-11-01 00:00:00","ruby","2130"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c","2562"
"2012-12-01 00:00:00","c#","10948"
"2012-12-01 00:00:00","c++","5682"
"2012-12-01 00:00:00","delphi","428"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12409"
"2012-12-01 00:00:00","javascript","11741"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","php","11041"
"2012-12-01 00:00:00","python","5749"
"2012-12-01 00:00:00","r","1214"
"2012-12-01 00:00:00","ruby","1902"
"2012-12-01 00:00:00","swift","3"
"2013-01-01 00:00:00","assembly","295"
"2013-01-01 00:00:00","c","2904"
"2013-01-01 00:00:00","c#","12750"
"2013-01-01 00:00:00","c++","6037"
"2013-01-01 00:00:00","delphi","481"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","java","13696"
"2013-01-01 00:00:00","javascript","13787"
"2013-01-01 00:00:00","perl","661"
"2013-01-01 00:00:00","php","12843"
"2013-01-01 00:00:00","python","6562"
"2013-01-01 00:00:00","r","1507"
"2013-01-01 00:00:00","ruby","2306"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","323"
"2013-02-01 00:00:00","c","3092"
"2013-02-01 00:00:00","c#","12479"
"2013-02-01 00:00:00","c++","6062"
"2013-02-01 00:00:00","delphi","448"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13683"
"2013-02-01 00:00:00","javascript","13611"
"2013-02-01 00:00:00","perl","746"
"2013-02-01 00:00:00","php","12525"
"2013-02-01 00:00:00","python","6724"
"2013-02-01 00:00:00","r","1656"
"2013-02-01 00:00:00","ruby","2215"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c","3438"
"2013-03-01 00:00:00","c#","14226"
"2013-03-01 00:00:00","c++","7173"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15890"
"2013-03-01 00:00:00","javascript","15272"
"2013-03-01 00:00:00","perl","850"
"2013-03-01 00:00:00","php","14079"
"2013-03-01 00:00:00","python","7612"
"2013-03-01 00:00:00","r","1848"
"2013-03-01 00:00:00","ruby","2558"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","330"
"2013-04-01 00:00:00","c","3523"
"2013-04-01 00:00:00","c#","13871"
"2013-04-01 00:00:00","c++","7111"
"2013-04-01 00:00:00","delphi","509"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16201"
"2013-04-01 00:00:00","javascript","15299"
"2013-04-01 00:00:00","perl","838"
"2013-04-01 00:00:00","php","13374"
"2013-04-01 00:00:00","python","7922"
"2013-04-01 00:00:00","r","1835"
"2013-04-01 00:00:00","ruby","2459"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","303"
"2013-05-01 00:00:00","c","3188"
"2013-05-01 00:00:00","c#","13447"
"2013-05-01 00:00:00","c++","6823"
"2013-05-01 00:00:00","delphi","535"
"2013-05-01 00:00:00","go","142"
"2013-05-01 00:00:00","java","15248"
"2013-05-01 00:00:00","javascript","15025"
"2013-05-01 00:00:00","perl","903"
"2013-05-01 00:00:00","php","13049"
"2013-05-01 00:00:00","python","7797"
"2013-05-01 00:00:00","r","1779"
"2013-05-01 00:00:00","ruby","2338"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","294"
"2013-06-01 00:00:00","c","2933"
"2013-06-01 00:00:00","c#","12768"
"2013-06-01 00:00:00","c++","6181"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13902"
"2013-06-01 00:00:00","javascript","14581"
"2013-06-01 00:00:00","perl","827"
"2013-06-01 00:00:00","php","12683"
"2013-06-01 00:00:00","python","7587"
"2013-06-01 00:00:00","r","1776"
"2013-06-01 00:00:00","ruby","2221"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","296"
"2013-07-01 00:00:00","c","3006"
"2013-07-01 00:00:00","c#","14157"
"2013-07-01 00:00:00","c++","6569"
"2013-07-01 00:00:00","delphi","506"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15160"
"2013-07-01 00:00:00","javascript","16786"
"2013-07-01 00:00:00","perl","951"
"2013-07-01 00:00:00","php","14276"
"2013-07-01 00:00:00","python","8599"
"2013-07-01 00:00:00","r","1967"
"2013-07-01 00:00:00","ruby","2438"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","211"
"2013-08-01 00:00:00","c","3004"
"2013-08-01 00:00:00","c#","13834"
"2013-08-01 00:00:00","c++","6239"
"2013-08-01 00:00:00","delphi","449"
"2013-08-01 00:00:00","go","207"
"2013-08-01 00:00:00","java","15038"
"2013-08-01 00:00:00","javascript","16808"
"2013-08-01 00:00:00","perl","835"
"2013-08-01 00:00:00","php","14286"
"2013-08-01 00:00:00","python","7931"
"2013-08-01 00:00:00","r","1918"
"2013-08-01 00:00:00","ruby","2479"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","290"
"2013-09-01 00:00:00","c","3389"
"2013-09-01 00:00:00","c#","13739"
"2013-09-01 00:00:00","c++","6544"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16240"
"2013-09-01 00:00:00","javascript","17665"
"2013-09-01 00:00:00","perl","684"
"2013-09-01 00:00:00","php","14223"
"2013-09-01 00:00:00","python","7958"
"2013-09-01 00:00:00","r","1711"
"2013-09-01 00:00:00","ruby","2388"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","378"
"2013-10-01 00:00:00","c","4232"
"2013-10-01 00:00:00","c#","15180"
"2013-10-01 00:00:00","c++","7961"
"2013-10-01 00:00:00","delphi","520"
"2013-10-01 00:00:00","go","211"
"2013-10-01 00:00:00","java","18684"
"2013-10-01 00:00:00","javascript","19694"
"2013-10-01 00:00:00","perl","814"
"2013-10-01 00:00:00","php","15287"
"2013-10-01 00:00:00","python","9477"
"2013-10-01 00:00:00","r","2087"
"2013-10-01 00:00:00","ruby","2788"
"2013-10-01 00:00:00","swift","9"
"2013-11-01 00:00:00","assembly","418"
"2013-11-01 00:00:00","c","4283"
"2013-11-01 00:00:00","c#","14571"
"2013-11-01 00:00:00","c++","8119"
"2013-11-01 00:00:00","delphi","462"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18736"
"2013-11-01 00:00:00","javascript","18466"
"2013-11-01 00:00:00","perl","819"
"2013-11-01 00:00:00","php","14861"
"2013-11-01 00:00:00","python","9482"
"2013-11-01 00:00:00","r","2187"
"2013-11-01 00:00:00","ruby","2574"
"2013-11-01 00:00:00","swift","6"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","c","3498"
"2013-12-01 00:00:00","c#","13606"
"2013-12-01 00:00:00","c++","7002"
"2013-12-01 00:00:00","delphi","448"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17431"
"2013-12-01 00:00:00","javascript","17988"
"2013-12-01 00:00:00","perl","764"
"2013-12-01 00:00:00","php","14409"
"2013-12-01 00:00:00","python","8447"
"2013-12-01 00:00:00","r","1907"
"2013-12-01 00:00:00","ruby","2442"
"2013-12-01 00:00:00","swift","11"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","c","3731"
"2014-01-01 00:00:00","c#","15313"
"2014-01-01 00:00:00","c++","7687"
"2014-01-01 00:00:00","delphi","490"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18649"
"2014-01-01 00:00:00","javascript","21093"
"2014-01-01 00:00:00","perl","811"
"2014-01-01 00:00:00","php","16768"
"2014-01-01 00:00:00","python","9832"
"2014-01-01 00:00:00","r","2346"
"2014-01-01 00:00:00","ruby","2759"
"2014-01-01 00:00:00","swift","5"
"2014-02-01 00:00:00","assembly","373"
"2014-02-01 00:00:00","c","3970"
"2014-02-01 00:00:00","c#","15103"
"2014-02-01 00:00:00","c++","7662"
"2014-02-01 00:00:00","delphi","489"
"2014-02-01 00:00:00","go","204"
"2014-02-01 00:00:00","java","19205"
"2014-02-01 00:00:00","javascript","21111"
"2014-02-01 00:00:00","perl","794"
"2014-02-01 00:00:00","php","16493"
"2014-02-01 00:00:00","python","9883"
"2014-02-01 00:00:00","r","2618"
"2014-02-01 00:00:00","ruby","2600"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","451"
"2014-03-01 00:00:00","c","4553"
"2014-03-01 00:00:00","c#","16137"
"2014-03-01 00:00:00","c++","8660"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","21925"
"2014-03-01 00:00:00","javascript","22597"
"2014-03-01 00:00:00","perl","908"
"2014-03-01 00:00:00","php","18273"
"2014-03-01 00:00:00","python","11408"
"2014-03-01 00:00:00","r","2806"
"2014-03-01 00:00:00","ruby","2945"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","363"
"2014-04-01 00:00:00","c","4002"
"2014-04-01 00:00:00","c#","15276"
"2014-04-01 00:00:00","c++","8116"
"2014-04-01 00:00:00","delphi","390"
"2014-04-01 00:00:00","go","341"
"2014-04-01 00:00:00","java","20808"
"2014-04-01 00:00:00","javascript","21368"
"2014-04-01 00:00:00","perl","822"
"2014-04-01 00:00:00","php","17608"
"2014-04-01 00:00:00","python","10743"
"2014-04-01 00:00:00","r","2730"
"2014-04-01 00:00:00","ruby","2743"
"2014-04-01 00:00:00","swift","5"
"2014-05-01 00:00:00","assembly","329"
"2014-05-01 00:00:00","c","3254"
"2014-05-01 00:00:00","c#","13882"
"2014-05-01 00:00:00","c++","6769"
"2014-05-01 00:00:00","delphi","470"
"2014-05-01 00:00:00","go","279"
"2014-05-01 00:00:00","java","17921"
"2014-05-01 00:00:00","javascript","19738"
"2014-05-01 00:00:00","perl","795"
"2014-05-01 00:00:00","php","14710"
"2014-05-01 00:00:00","python","9231"
"2014-05-01 00:00:00","r","2581"
"2014-05-01 00:00:00","ruby","2674"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","270"
"2014-06-01 00:00:00","c","2766"
"2014-06-01 00:00:00","c#","12473"
"2014-06-01 00:00:00","c++","5663"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15890"
"2014-06-01 00:00:00","javascript","18267"
"2014-06-01 00:00:00","perl","675"
"2014-06-01 00:00:00","php","12988"
"2014-06-01 00:00:00","python","8905"
"2014-06-01 00:00:00","r","2398"
"2014-06-01 00:00:00","ruby","2335"
"2014-06-01 00:00:00","swift","2388"
"2014-07-01 00:00:00","assembly","215"
"2014-07-01 00:00:00","c","2827"
"2014-07-01 00:00:00","c#","13675"
"2014-07-01 00:00:00","c++","6267"
"2014-07-01 00:00:00","delphi","445"
"2014-07-01 00:00:00","go","451"
"2014-07-01 00:00:00","java","17344"
"2014-07-01 00:00:00","javascript","20103"
"2014-07-01 00:00:00","perl","733"
"2014-07-01 00:00:00","php","14261"
"2014-07-01 00:00:00","python","9905"
"2014-07-01 00:00:00","r","2636"
"2014-07-01 00:00:00","ruby","2557"
"2014-07-01 00:00:00","swift","1635"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2675"
"2014-08-01 00:00:00","c#","12489"
"2014-08-01 00:00:00","c++","5879"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15729"
"2014-08-01 00:00:00","javascript","18448"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13200"
"2014-08-01 00:00:00","python","9109"
"2014-08-01 00:00:00","r","2475"
"2014-08-01 00:00:00","ruby","2464"
"2014-08-01 00:00:00","swift","1691"
"2014-09-01 00:00:00","assembly","282"
"2014-09-01 00:00:00","c","3231"
"2014-09-01 00:00:00","c#","12319"
"2014-09-01 00:00:00","c++","6184"
"2014-09-01 00:00:00","delphi","446"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","java","16691"
"2014-09-01 00:00:00","javascript","18126"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","php","13352"
"2014-09-01 00:00:00","python","8769"
"2014-09-01 00:00:00","r","2362"
"2014-09-01 00:00:00","ruby","2274"
"2014-09-01 00:00:00","swift","1900"
"2014-10-01 00:00:00","assembly","392"
"2014-10-01 00:00:00","c","3802"
"2014-10-01 00:00:00","c#","12548"
"2014-10-01 00:00:00","c++","6836"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","go","381"
"2014-10-01 00:00:00","java","17891"
"2014-10-01 00:00:00","javascript","18909"
"2014-10-01 00:00:00","perl","638"
"2014-10-01 00:00:00","php","13596"
"2014-10-01 00:00:00","python","9582"
"2014-10-01 00:00:00","r","2777"
"2014-10-01 00:00:00","ruby","2343"
"2014-10-01 00:00:00","swift","2464"
"2014-11-01 00:00:00","assembly","387"
"2014-11-01 00:00:00","c","3663"
"2014-11-01 00:00:00","c#","11870"
"2014-11-01 00:00:00","c++","6551"
"2014-11-01 00:00:00","delphi","428"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","java","17839"
"2014-11-01 00:00:00","javascript","17967"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","13033"
"2014-11-01 00:00:00","python","9565"
"2014-11-01 00:00:00","r","2705"
"2014-11-01 00:00:00","ruby","2115"
"2014-11-01 00:00:00","swift","2560"
"2014-12-01 00:00:00","assembly","329"
"2014-12-01 00:00:00","c","3151"
"2014-12-01 00:00:00","c#","11079"
"2014-12-01 00:00:00","c++","6078"
"2014-12-01 00:00:00","delphi","314"
"2014-12-01 00:00:00","go","350"
"2014-12-01 00:00:00","java","16368"
"2014-12-01 00:00:00","javascript","16972"
"2014-12-01 00:00:00","perl","565"
"2014-12-01 00:00:00","php","12331"
"2014-12-01 00:00:00","python","9036"
"2014-12-01 00:00:00","r","2359"
"2014-12-01 00:00:00","ruby","2146"
"2014-12-01 00:00:00","swift","2488"
"2015-01-01 00:00:00","assembly","333"
"2015-01-01 00:00:00","c","3208"
"2015-01-01 00:00:00","c#","11740"
"2015-01-01 00:00:00","c++","6129"
"2015-01-01 00:00:00","delphi","380"
"2015-01-01 00:00:00","go","468"
"2015-01-01 00:00:00","java","16528"
"2015-01-01 00:00:00","javascript","18524"
"2015-01-01 00:00:00","perl","589"
"2015-01-01 00:00:00","php","13608"
"2015-01-01 00:00:00","python","9677"
"2015-01-01 00:00:00","r","2689"
"2015-01-01 00:00:00","ruby","2427"
"2015-01-01 00:00:00","swift","3048"
"2015-02-01 00:00:00","assembly","357"
"2015-02-01 00:00:00","c","3363"
"2015-02-01 00:00:00","c#","11783"
"2015-02-01 00:00:00","c++","6470"
"2015-02-01 00:00:00","delphi","414"
"2015-02-01 00:00:00","go","382"
"2015-02-01 00:00:00","java","16747"
"2015-02-01 00:00:00","javascript","18661"
"2015-02-01 00:00:00","perl","566"
"2015-02-01 00:00:00","php","13520"
"2015-02-01 00:00:00","python","10195"
"2015-02-01 00:00:00","r","2970"
"2015-02-01 00:00:00","ruby","2259"
"2015-02-01 00:00:00","swift","3235"
"2015-03-01 00:00:00","assembly","384"
"2015-03-01 00:00:00","c","3917"
"2015-03-01 00:00:00","c#","13270"
"2015-03-01 00:00:00","c++","7390"
"2015-03-01 00:00:00","delphi","410"
"2015-03-01 00:00:00","go","467"
"2015-03-01 00:00:00","java","19756"
"2015-03-01 00:00:00","javascript","20537"
"2015-03-01 00:00:00","perl","639"
"2015-03-01 00:00:00","php","14914"
"2015-03-01 00:00:00","python","11599"
"2015-03-01 00:00:00","r","3564"
"2015-03-01 00:00:00","ruby","2460"
"2015-03-01 00:00:00","swift","3593"
"2015-04-01 00:00:00","assembly","442"
"2015-04-01 00:00:00","c","3950"
"2015-04-01 00:00:00","c#","13092"
"2015-04-01 00:00:00","c++","7143"
"2015-04-01 00:00:00","delphi","388"
"2015-04-01 00:00:00","go","390"
"2015-04-01 00:00:00","java","19799"
"2015-04-01 00:00:00","javascript","20902"
"2015-04-01 00:00:00","perl","576"
"2015-04-01 00:00:00","php","14968"
"2015-04-01 00:00:00","python","11444"
"2015-04-01 00:00:00","r","3329"
"2015-04-01 00:00:00","ruby","2504"
"2015-04-01 00:00:00","swift","4015"
"2015-05-01 00:00:00","assembly","368"
"2015-05-01 00:00:00","c","3522"
"2015-05-01 00:00:00","c#","13360"
"2015-05-01 00:00:00","c++","6815"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18538"
"2015-05-01 00:00:00","javascript","22150"
"2015-05-01 00:00:00","perl","530"
"2015-05-01 00:00:00","php","14584"
"2015-05-01 00:00:00","python","11211"
"2015-05-01 00:00:00","r","3427"
"2015-05-01 00:00:00","ruby","2503"
"2015-05-01 00:00:00","swift","3798"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c","3166"
"2015-06-01 00:00:00","c#","13532"
"2015-06-01 00:00:00","c++","6518"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17845"
"2015-06-01 00:00:00","javascript","22618"
"2015-06-01 00:00:00","perl","579"
"2015-06-01 00:00:00","php","14373"
"2015-06-01 00:00:00","python","11805"
"2015-06-01 00:00:00","r","3429"
"2015-06-01 00:00:00","ruby","2577"
"2015-06-01 00:00:00","swift","4323"
"2015-07-01 00:00:00","assembly","259"
"2015-07-01 00:00:00","c","2811"
"2015-07-01 00:00:00","c#","14120"
"2015-07-01 00:00:00","c++","6699"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","466"
"2015-07-01 00:00:00","java","18694"
"2015-07-01 00:00:00","javascript","23970"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15379"
"2015-07-01 00:00:00","python","12314"
"2015-07-01 00:00:00","r","3981"
"2015-07-01 00:00:00","ruby","2584"
"2015-07-01 00:00:00","swift","5144"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","c","2570"
"2015-08-01 00:00:00","c#","13227"
"2015-08-01 00:00:00","c++","5868"
"2015-08-01 00:00:00","delphi","387"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","java","17090"
"2015-08-01 00:00:00","javascript","22164"
"2015-08-01 00:00:00","perl","552"
"2015-08-01 00:00:00","php","14250"
"2015-08-01 00:00:00","python","11220"
"2015-08-01 00:00:00","r","3493"
"2015-08-01 00:00:00","ruby","2315"
"2015-08-01 00:00:00","swift","5086"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c","3083"
"2015-09-01 00:00:00","c#","12922"
"2015-09-01 00:00:00","c++","5912"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","go","421"
"2015-09-01 00:00:00","java","16939"
"2015-09-01 00:00:00","javascript","21397"
"2015-09-01 00:00:00","perl","465"
"2015-09-01 00:00:00","php","13509"
"2015-09-01 00:00:00","python","10962"
"2015-09-01 00:00:00","r","3331"
"2015-09-01 00:00:00","ruby","2158"
"2015-09-01 00:00:00","swift","4549"
"2015-10-01 00:00:00","assembly","430"
"2015-10-01 00:00:00","c","3676"
"2015-10-01 00:00:00","c#","12794"
"2015-10-01 00:00:00","c++","7048"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","427"
"2015-10-01 00:00:00","java","18541"
"2015-10-01 00:00:00","javascript","21826"
"2015-10-01 00:00:00","perl","499"
"2015-10-01 00:00:00","php","13917"
"2015-10-01 00:00:00","python","12479"
"2015-10-01 00:00:00","r","3680"
"2015-10-01 00:00:00","ruby","2192"
"2015-10-01 00:00:00","swift","4296"
"2015-11-01 00:00:00","assembly","403"
"2015-11-01 00:00:00","c","3613"
"2015-11-01 00:00:00","c#","12381"
"2015-11-01 00:00:00","c++","7085"
"2015-11-01 00:00:00","delphi","390"
"2015-11-01 00:00:00","go","434"
"2015-11-01 00:00:00","java","17777"
"2015-11-01 00:00:00","javascript","21273"
"2015-11-01 00:00:00","perl","464"
"2015-11-01 00:00:00","php","13332"
"2015-11-01 00:00:00","python","12293"
"2015-11-01 00:00:00","r","3538"
"2015-11-01 00:00:00","ruby","1956"
"2015-11-01 00:00:00","swift","4318"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","c","3085"
"2015-12-01 00:00:00","c#","12139"
"2015-12-01 00:00:00","c++","6559"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","go","419"
"2015-12-01 00:00:00","java","16553"
"2015-12-01 00:00:00","javascript","21080"
"2015-12-01 00:00:00","perl","478"
"2015-12-01 00:00:00","php","13746"
"2015-12-01 00:00:00","python","11659"
"2015-12-01 00:00:00","r","3179"
"2015-12-01 00:00:00","ruby","2028"
"2015-12-01 00:00:00","swift","4372"
"2016-01-01 00:00:00","assembly","248"
"2016-01-01 00:00:00","c","3046"
"2016-01-01 00:00:00","c#","12362"
"2016-01-01 00:00:00","c++","6097"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","go","495"
"2016-01-01 00:00:00","java","16629"
"2016-01-01 00:00:00","javascript","22513"
"2016-01-01 00:00:00","perl","446"
"2016-01-01 00:00:00","php","14587"
"2016-01-01 00:00:00","python","12346"
"2016-01-01 00:00:00","r","3538"
"2016-01-01 00:00:00","ruby","2143"
"2016-01-01 00:00:00","swift","4784"
"2016-02-01 00:00:00","assembly","349"
"2016-02-01 00:00:00","c","3278"
"2016-02-01 00:00:00","c#","12739"
"2016-02-01 00:00:00","c++","6554"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","go","541"
"2016-02-01 00:00:00","java","17844"
"2016-02-01 00:00:00","javascript","22476"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14921"
"2016-02-01 00:00:00","python","13248"
"2016-02-01 00:00:00","r","3589"
"2016-02-01 00:00:00","ruby","2247"
"2016-02-01 00:00:00","swift","4749"
"2016-03-01 00:00:00","assembly","436"
"2016-03-01 00:00:00","c","3446"
"2016-03-01 00:00:00","c#","13609"
"2016-03-01 00:00:00","c++","7017"
"2016-03-01 00:00:00","delphi","340"
"2016-03-01 00:00:00","go","594"
"2016-03-01 00:00:00","java","19900"
"2016-03-01 00:00:00","javascript","24097"
"2016-03-01 00:00:00","perl","469"
"2016-03-01 00:00:00","php","15134"
"2016-03-01 00:00:00","python","14060"
"2016-03-01 00:00:00","r","4044"
"2016-03-01 00:00:00","ruby","2258"
"2016-03-01 00:00:00","swift","5073"
"2016-04-01 00:00:00","assembly","412"
"2016-04-01 00:00:00","c","3356"
"2016-04-01 00:00:00","c#","13714"
"2016-04-01 00:00:00","c++","6892"
"2016-04-01 00:00:00","delphi","324"
"2016-04-01 00:00:00","go","602"
"2016-04-01 00:00:00","java","19477"
"2016-04-01 00:00:00","javascript","23456"
"2016-04-01 00:00:00","perl","493"
"2016-04-01 00:00:00","php","14471"
"2016-04-01 00:00:00","python","13659"
"2016-04-01 00:00:00","r","4126"
"2016-04-01 00:00:00","ruby","2213"
"2016-04-01 00:00:00","swift","4750"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2721"
"2016-05-01 00:00:00","c#","13494"
"2016-05-01 00:00:00","c++","6133"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","579"
"2016-05-01 00:00:00","java","17029"
"2016-05-01 00:00:00","javascript","22992"
"2016-05-01 00:00:00","perl","485"
"2016-05-01 00:00:00","php","14445"
"2016-05-01 00:00:00","python","13103"
"2016-05-01 00:00:00","r","3802"
"2016-05-01 00:00:00","ruby","2128"
"2016-05-01 00:00:00","swift","4415"
"2016-06-01 00:00:00","assembly","290"
"2016-06-01 00:00:00","c","2299"
"2016-06-01 00:00:00","c#","13065"
"2016-06-01 00:00:00","c++","5714"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","548"
"2016-06-01 00:00:00","java","15910"
"2016-06-01 00:00:00","javascript","22143"
"2016-06-01 00:00:00","perl","439"
"2016-06-01 00:00:00","php","13625"
"2016-06-01 00:00:00","python","12907"
"2016-06-01 00:00:00","r","3864"
"2016-06-01 00:00:00","ruby","2109"
"2016-06-01 00:00:00","swift","4792"
"2016-07-01 00:00:00","assembly","202"
"2016-07-01 00:00:00","c","2346"
"2016-07-01 00:00:00","c#","12000"
"2016-07-01 00:00:00","c++","5466"
"2016-07-01 00:00:00","delphi","243"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14940"
"2016-07-01 00:00:00","javascript","22206"
"2016-07-01 00:00:00","perl","422"
"2016-07-01 00:00:00","php","12917"
"2016-07-01 00:00:00","python","12821"
"2016-07-01 00:00:00","r","3743"
"2016-07-01 00:00:00","ruby","1899"
"2016-07-01 00:00:00","swift","4931"
"2016-08-01 00:00:00","assembly","258"
"2016-08-01 00:00:00","c","2215"
"2016-08-01 00:00:00","c#","12720"
"2016-08-01 00:00:00","c++","5016"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","go","572"
"2016-08-01 00:00:00","java","15177"
"2016-08-01 00:00:00","javascript","22659"
"2016-08-01 00:00:00","perl","461"
"2016-08-01 00:00:00","php","12879"
"2016-08-01 00:00:00","python","12911"
"2016-08-01 00:00:00","r","3784"
"2016-08-01 00:00:00","ruby","1876"
"2016-08-01 00:00:00","swift","4902"
"2016-09-01 00:00:00","assembly","337"
"2016-09-01 00:00:00","c","2509"
"2016-09-01 00:00:00","c#","11104"
"2016-09-01 00:00:00","c++","5139"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","511"
"2016-09-01 00:00:00","java","14678"
"2016-09-01 00:00:00","javascript","20445"
"2016-09-01 00:00:00","perl","464"
"2016-09-01 00:00:00","php","12130"
"2016-09-01 00:00:00","python","12335"
"2016-09-01 00:00:00","r","3300"
"2016-09-01 00:00:00","ruby","1924"
"2016-09-01 00:00:00","swift","4856"
"2016-10-01 00:00:00","assembly","399"
"2016-10-01 00:00:00","c","3207"
"2016-10-01 00:00:00","c#","11452"
"2016-10-01 00:00:00","c++","5968"
"2016-10-01 00:00:00","delphi","267"
"2016-10-01 00:00:00","go","532"
"2016-10-01 00:00:00","java","15324"
"2016-10-01 00:00:00","javascript","20441"
"2016-10-01 00:00:00","perl","405"
"2016-10-01 00:00:00","php","12263"
"2016-10-01 00:00:00","python","13501"
"2016-10-01 00:00:00","r","3785"
"2016-10-01 00:00:00","ruby","1821"
"2016-10-01 00:00:00","swift","4728"
"2016-11-01 00:00:00","assembly","412"
"2016-11-01 00:00:00","c","3265"
"2016-11-01 00:00:00","c#","11647"
"2016-11-01 00:00:00","c++","6079"
"2016-11-01 00:00:00","delphi","274"
"2016-11-01 00:00:00","go","476"
